,기사제목,분류
1820,"정부, '단통법 폐지' 관련 의견 듣고자 유통현장 점검",IT
1822,숙취해소제 1위 '컨디션' 브랜드 스토리 TV·디지털 광고 공개,생활
1824,"도움 필요한 아동의 울타리 마련...오산시, 위탁부모·입양부모 모집",사회
1826,"TK 현역 생존율 68%, 25명 17명 공천 [2024 총선]",사회
1828,"""살벌한 과일값"" 사과 71% 폭등…2월 물가 3%대 재진입",경제
1830,"강원도, 바이오특화단지 유치 위해 국책연구기관과 '맞손'",사회
1832,"장영수 국립부경대 총장, ‘창학 100년, 글로컬 도약’ 1억 쾌척",사회
1834,의료사태 법적공방 2라운드 돌입..가처분소송 전망은?,사회
1836,라면 수출 24%↑ '쑥'...밀양서 연 5억6000만개 추가 생산,경제
1838,"""에코프로비엠 캐나다 공장 스마트 물류 시스템 구축""",경제
1840,<부고> 김민구씨(뉴스투데이 산업1부 부국장) 빙부상,사회
1841,"""사전 좌석지정 등 온라인 체크인 서비스 확대""",경제
1843,"美 소비자 매체 ""갤S24울트라 > 아이폰15프로맥스""",IT
1845,"경실련, ""윤석열 정권 부동산 정책, 시장 메커니즘과 맞지 않아""",사회
1847,“지난해 물적분할추진 19건..전년比 45.7%↓” 금감원,경제
1849,"투자리딩방·연애빙자…경찰, ""악성 사기와 전쟁 치르겠다""",사회
1851,"한국, 사이버보안 국제표준회의서 표준 과제 9건 승인",IT
1853,지방공공기관 직무중심 인사관리 도입시 인센티브 부여,정치
1855,100만명 이상 지역축제 바가지요금 잡아라...민관합동점검반 적극 대응,정치
1857,"포스코DX, 산업현장 AI 전환 확산 앞장선다",IT
1859,"선거 투‧개표 종사 공무원, 최대 2일 휴식 보장",정치
1861,고속도로 버스전용차로 평일 경부선 안성나들목까지 연장…영동선은 폐지,경제
1863,"중기부, 中企 인력양성대학 재편…""미래전략산업 중심""",경제
1865,"대교협 제28대 박상규 회장 취임…""대학의 근본적 문제 해결할 것""",사회
1867,"국힘 유경준 '강남병 컷오프' 이의 제기…""당내 지지 49%, 사실관계 확인 요청""[2024 총선]",정치
1869,"독일 하나은행, 무디스 'Aa3' 등급 획득...""유럽진출 韓 은행 최초""",경제
1871,"케이뱅크, 사용자 1000만 돌파 기념 ‘천만은행 페스타’ 개최",경제
1873,"현대차, '제페토'서 헤리티지 담은 '타임리스 서울' 공개",경제
1875,"국힘 안병길 ""공천 배제 납득 안돼…설명해 달라""[2024 총선]",정치
1877,"주낙영 시장, 동국대 경주병원 찾아 의료진 격려",사회
1879,"김준형 포스코홀딩스 미래소재총괄 ""SK온 양극재 공급, 조율 끝""",경제
1881,"'200만 송이의 봄꽃 향연'...신안군, '섬 수선화 축제' 연다",사회
1883,"팀 네이버, 사우디 아람코와 맞손‥아랍어 LLM 기반 소버린 AI 개발",IT
1885,한국 근현대미술 100년 흐름 울산시립미술관서 한눈에,사회
1887,"제주 우도 해중전망대 사업 재개.. 대우조선해양건설, 계약 체결",경제
1889,"여주시, 18일부터 '마을변호사' 읍·면·동 순회 상담 운영",사회
1891,"예술위, 아이디어 피칭 '에이프캠프' 해외 참여자 모집",생활
1893,한동훈 7-8일 경기도에서 '수도권 탈환' 집중,정치
1895,"경기 광주시, 어린이집 사고 대비 '안전공제회 보험 가입'",사회
1897,"농협은행 109억원 금융사고 발생..""여신 관련 업무상 배임""",경제
1899,이준석 “與 공천 ‘탄핵의 강’ 거슬러…민주는 호떡 공천”[2024 총선],정치
1901,[새책] 다송자 금명 보정,생활
1903,친문 좌장 홍영표 의원 민주당 탈당…“사당화에 맞서겠다”[2024 총선],정치
1905,"군포시, 은둔청소년·한부모 가정 등 '위기청소년 특별지원'",사회
1907,공공공사도 공사비 갈등...세종 공동캠퍼스 또 공사 중단,경제
1909,"서울시, 50년 넘은 개발제한구역 새 방안 찾는다 ""용역 착수""",경제
1911,건설업 활성화 논의 '건설혁신 정책포럼 서울' 출범,경제
1913,"""제품 상태 좀 볼게요"" 1900만원 롤렉스 들고 도주한 20대男, 결국..[영상]",사회
1915,"로얄코펜하겐, 봄 맞이 인테리어·액세서리 카테고리 선봬",경제
1917,"동국제약, AI기업과 손잡고 AI 기반 '첨단의약품' 공동개발",생활
1919,"KCGI프리덤TDF, 순자산 1000억원 돌파",경제
1920,"서울옥션, 이영학 회고전 '고요의 정원' 오는 24일까지 개최",생활
1922,"홍영표 ""정치적 학살, 가짜 민주당 탈당한다"" 부평을 출마 예고[2024 총선]",정치
1924,"BPA, 과기부 연구개발투자권고 우수기관 표창",경제
1926,"대구 도심 공실 재탄생, 도심 캠퍼스타운 첫 스타트",사회
1928,"[속보]홍영표 ""가짜 민주당 탈당한다...민주 공천은 정치적 학살""",정치
1930,"""잔금낼 돈이 없다""...생활숙박시설·오피스텔 계약자들 또 대규모 집회",경제
1932,"""프리마켓·공연 활성화""...세종시,'도시상징광장' 활성화 추진",사회
1934,"""주택·주차장·충전소 장소별 최적화""...LG전자 전기차 충전 솔루션 공개",경제
1936,"대한적십자 경남지사, 위기가정에 1300만원 지원",생활
1938,"대구에서도 DJI팝업 열린다.. 대구신세계, 4월 정식매장도 오픈",경제
1940,"조국 ""한동훈 만나 '딸 입시비리 11개 무혐의 처분'에 대해 물어볼 것""",정치
1942,"[단독] SK증권, 전우종·정준호 신임 각자대표 체제로",경제
1944,"계열분리 효성그룹, 'LG-LX'처럼 순탄하게 이별할까",경제
1946,"안산시, 첫 공공기관 통합채용 경쟁률 '19.26대 1' 기록",사회
1948,"""정신 나갔네"" 실명·전화번호 털린 공무원, 숨진 채 발견",사회
1950,"이재명, 채용비리 혐의 및 돈봉투 수수 의혹 김영주-정우택 공천 싸잡아 비난[2024 총선]",정치
1952,"""냄새 99% 제거"" 삼성 비스포크 공기청정기 첫 출시",경제
1954,안성~구리 고속도로 올해 안 준공...SOC 신속 추진,경제
1956,"민주, 통신비 세액공제 신설…병사 요금 할인율 50%로 인상[2024 총선]",정치
1958,농식품부 비상수급안정대책반 가동...434억원 '물가 낮추기' 투입,경제
1960,"공익 사업 토지, LH가 우선 매입한다.. 다음달 12일까지 접수",경제
1962,동서 생일만 챙기는 시부모..첫째 며느리 생일은 깜빡했네요 [어떻게 생각하세요],사회
1964,"롯데백화점, 세계 여성의 날 맞아 국내 여성작가 전시 특별전",경제
1966,"웅진식품 티즐, 국립극장 국립국악관현악단 '정오의 음악회' 협찬",경제
1968,'산사춘' 온라인서 2030에게 인기,경제
1970,미국을 접수한 히트 스파클링 와인 '룩 벨레어 럭스 로제' 상륙,경제
1972,"풀무원샘물, 믿을 수 있는 순수 내추럴 미네랄 워터 '풀무원 퓨어' 론칭",경제
1974,식을 줄 모르는 붕어빵의 인기.. 오리온 '참붕어빵' 매출 성장세 지속,경제
1976,"오뚜기, 공식 캐릭터 '옐로우즈' 첫 테마송 '해피냠냠송' 공개",경제
1978,"""새콤달콤한 홍삼 요기있네"" 정관장'찐생홍삼구미'출시 80일만에 100만개 팔려",경제
1980,'햇반 집밥화' 나선 CJ제일제당…잡곡·곤약밥 등 '웰니스' 제품 선보인다,경제
1982,"수원시, 6월까지 '찾아가는 우산수리센터' 운영",사회
1984,"현대건설, 英 SMR 사업 '출사표'.. 글로벌 기업 네트워크 구축",경제
1986,차바이오그룹 CGT산업 발전 주제로 글로벌 포럼 개최,IT
1988,"부산자생한방병원 김하늘 병원장, ‘보건복지부장관 표창’ 수상",생활
1990,"용인시, 출산가정에 15만원 '아이조아용 설렘박스' 지원",사회
1992,"삼성증권, 타사 주식·채권 대체입고때 최대 100만원 지급",경제
1994,취임 보름 이성해 국가철도공단 이사장.. 현장 경영 '광폭 행보',경제
1996,"""강아지 찾습니다"" 쓰레기봉투 들고 가는 남자친구 CCTV 공개",사회
1998,"현대차·기아, EV트렌드코리아 참가…""전기차 기술 체험하세요""",경제
2000,"강원자치도, 미래산업글로벌도시 종합계획 수립 착수",사회
2002,"산림청, '임산물 소비촉진' 판로개척 지원",사회
2004,'전승 공예품 인증제' 공모..출품작 상한가 '1000만원부터',생활
2006,[책을 읽읍시다] 헨리 제임스 장편 '보스턴 사람들' 국내 첫 번역 출간,생활
2008,화장실 하수 정화하면서 수소를 만든다,IT
2010,메타버스 산업 지원한다‥ 정부·민간 TF 추진,IT
2012,"크리에이트립 ""한국어학당 중개서비스 이용 외국인 5배 급증""",생활
2014,"'파묘' 이도현 ""박소담 빙의 연기 반복해 봤다""",생활
2016,"이낙연 ""정부, 노동시간 연장시도 당장 멈춰야""[2024 총선]",정치
2018,"이준석 “개혁신당, 낙태·존엄사 문제 등 자유롭게 논의할 것”[2024 총선]",정치
2020,"경기도, 시스템반도체 산업 '기술개발 참여기업 모집'",사회
2022,"미래에셋증권, 증권업계 최초 개인연금 적립금 '10조' 돌파",경제
2024,실패 없는 투자 위한 기본서...‘감으로 하는 투자 말고 진짜 투자’ 발간,경제
2026,"박찬우 쿠루 대표 ""올해 가입자 목표 3000명, 5년 내 해외 진출""",경제
2028,"김진용 측 선대위원장, 김기흥 지지..金 ""승리로 보답""[2024 총선]",정치
2030,"경찰, 집회시위 소음 규제 나선…드론으로 증거 수집",사회
2032,"KT클라우드, 공공 SaaS형 문서중앙화 솔루션 출시",IT
2034,2월 수입차 등록 24.9% 줄었다..판매 1위는 BMW,경제
2036,"주수호 의협 간부, 경찰 소환…""파업은 비폭력·무저항 자발적 포기""",사회
2038,"KT, '여성 고객 안심 케어' 서비스 시범 적용",IT
2040,"롯데건설, 아파트 스피커 통해 가족에게 감동 선사",경제
2042,"홍석준 의원, 유영하 단수공천에 이의신청 [2024 총선]",사회
2044,"에스티큐브, 'AACR'서 'BTN1A1' 기반 면역항암요법 치료기전 규명",경제
2046,<부고> 정진욱씨(매일경제신문 기자) 부친상,사회
2047,"[fn마켓워치]캠코, K-2차전지·반도체 돈가뭄 해소 돕는다",경제
2049,"안압 정상인데 '녹내장' 진단..""개인별 적정 안압 달라""",생활
2051,"대원제약, 패치형 비만치료제 'DW-1022' 임상 1상 승인",생활
2053,"메가시티가 뭐길래..""단순 행정구역만 커진다고 능사 아냐""",사회
2055,경북북부제1교도소 교정직 직원 '경상북도 독립운동기념관' 방문,사회
2057,다양한 금융혜택 제공…’두산위브더제니스 센트럴 용인’,경제
2059,"기보, 기술거래 서포터즈 모집",경제
2061,"예술위, 전남교육청과 독서인문교육 격차 해소 나선다",생활
2063,"하나증권 롯데월드타워WM센터, '美 부동산 투자' 세미나 개최",경제
2065,"파로스아이바이오, '美AACR' 포스터 발표 ""항암 파이프라인 생체 내 효능평가 결과 공개""",경제
2067,"IBK기업은행, 글로벌파이낸스 선정 '지속가능금융 최우수 은행상' 수상",경제
2069,연내 5조원 규모 중견기업전용펀드 '1호 투자기업' 나온다,경제
2071,"포항시, 시민 안전 최우선…재난 대응 역량 제고",사회
2073,"""기초연금 신청하세요""...홍천군 신규 대상자 발굴 추진",사회
2075,"대웅제약, 씨어스테크와 맞손 ""AI 환자 관리 솔루션 국내 공급""",생활
2077,<부고> 이관우씨(한국경제신문 부국장) 부친상,사회
2078,"달서갑 컷오프 홍석준 ""부당한 의결에 이의신청""…경선 요구[2024 총선]",정치
2080,지방간·제2형 당뇨병 있으면 '심혈관 질환' 주의하세요,생활
2082,울산 한국알콜산업 고공농성 화물연대 간부 1명 구속돼,사회
2084,"[특징주] LIG넥스원, 수출확대 논의·증권가 호평에 '강세'",경제
2086,"금감원, 민원급증 금융사에 평가 재실시..온라인대출플랫폼 중개수수료 점검한다",경제
2088,"김소영 ""최초 銀 출자 중견기업특화펀드, '1호 사례' 빠르게 발굴해야""",경제
2090,"한은 ""물가 둔화흐름 ‘울퉁불퉁’…생활물가 당분간 높아""",경제
2092,"[특징주] 와이바이오로직스, 미국서 연구발표...장중 상한가 기록",경제
2094,"광주광역시, 노후 경유차 114대 매연저감장치 부착 지원...최대 580만원",사회
2096,"부산시, 신공항사업지원단 현장사무실 개소",사회
2098,"인천시, 소상공인·금융취약계층 채무조정 지원",사회
2100,"비자(Visa), 페이코에 ‘Visa 토큰 서비스(VTS)’ 도입",경제
2102,"유니슨, 밍양과 국내 JV ‘유니슨-밍양 에너지’ 설립 “해상풍력시장 공략”",경제
2104," KB증권, 지속가능경영보고서 美 LACP 비전 어워즈 금상 수상",경제
2105,네이버 자율규제위원회 4차 정기회의 개최‥이용약관 개선 논의,IT
2107,"웹케시, ISTN에 50억 투자 … SAP 통합 솔루션 시장 경쟁력 강화",IT
2109,'딸 특혜 채용 의혹' 송봉섭 전 선관위 사무차장 구속 기로,사회
2111,"홍익표 ""尹대통령, 925조 남발…촘촘히 계산된 불법 관건 선거""[2024 총선]",정치
2113,"부산시의사회, 학대피해아동 후원금 3500만원 전달",사회
2115,"명동도, 강남도 아니다?..서울서 임대료 가장 비싼 곳",경제
2117,삼성전자 D램 점유율 '부동의 1위'… 점유율도 회복,경제
2119,"조달청, 불공정조달행위 15개 업체 엄중 조치",사회
2121,"NH농협생명, 제5기 사내 홍보모델 위촉..대내외 행사 참여",경제
2123,수학여행은 세계유산도시 고창으로…버스 1대당 30만원 지원,사회
2125,"광주광역시, 부동산 불법 중개행위 지도·단속 연중 실시한다",사회
2127,"2024 부산비엔날레, 오는 8월 17일 개막",사회
2129,"티머니 Pay & GO 신한카드, 알뜰교통카드 혜택 추가해 재출시",경제
2131,"LG U+, 전기차 충전 서비스 '볼트업' 전시",IT
2133,"현대캐피탈, 현대자동차 전기차 특화 금융상품 내놔",경제
2135,'대학생 1000원의 밥상 올해도 계속'...전남 7개 대학서 시행,사회
2137,"CJ올리브네트웍스, 퀄컴과 손잡고 이음5G 사업 확장",IT
2139,"인천시, 올해 상수도 관로 54㎞ 세척 추진",사회
2141,소상공인에 50만원 지원…정읍시 안정지원금 지급,사회
